,field_id,name,title,abb,Order,Suborder,Group,Subgroup,drug_exposure,cov1,n1,beta1,se1,p1,cov2,n2,beta2,se2,p2,cov3,n3,beta3,se3,p3,p1_FDR,p2_FDR,p3_FDR
526,X23450.0.0,Docosahexaenoic Acid,DHA,dha,6,,Fatty acids,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.030148611,0.002566739,8.24e-32,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.015652938,0.002546569,7.98e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.013939056,0.002748891,3.98e-07,3.09e-31,2.08e-09,1.02e-06
527,X23443.0.0,Degree of Unsaturation,Unsaturation,unsat,7,,Fatty acids,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.053699511,0.002493672,2.41e-102,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.034649794,0.002416225,1.55e-46,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.029613753,0.002573192,1.33e-30,1.73e-101,7.87e-46,6.13e-30
528,X23451.0.0,Ratio of omega-3 fatty acids to total fatty acids,Omega-3 %,faw3byfa,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.003157681,0.000486134,8.36e-11,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.001086356,0.000486517,0.025558704,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.000832044,0.000524181,0.112447417,1.64e-10,0.034400634,0.147676197
529,X23452.0.0,Ratio of omega-6 fatty acids to total fatty acids,Omega-6 %,faw6byfa,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.019858949,0.001142868,2.06e-67,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.011747482,0.001100393,1.42e-26,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.008525612,0.001159076,1.94e-13,1.13e-66,6.07e-26,6.63e-13
530,X23453.0.0,Ratio of polyunsaturated fatty acids to total fatty acids,PUFA %,pufabyfa,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.02301666,0.001189635,4.6e-83,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.012833845,0.001127307,5.49e-30,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.009357714,0.00118484,2.91e-15,2.89e-82,2.42e-29,1.05e-14
531,X23454.0.0,Ratio of monounsaturated fatty acids to total fatty acids,MUFA %,mufabyfa,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.019137917,0.000842868,1.68e-113,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.010272484,0.000788622,1.02e-38,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.00776263,0.000826726,6.33e-21,1.26e-112,4.81e-38,2.58e-20
532,X23455.0.0,Ratio of saturated fatty acids to total fatty acids,SFA %,sfabyfa,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.003878671,0.000621887,4.5e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.002561169,0.000615312,3.16e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.001594847,0.000659644,0.015621647,8.49e-10,5.58e-05,0.024130212
533,X23456.0.0,Ratio of linoleic acid to total fatty acids,LA %,labyfa,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.023203715,0.001045757,1.67e-108,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.016396435,0.001008311,2.74e-59,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.014143333,0.001071411,1.05e-39,1.23e-107,1.51e-58,5.21e-39
534,X23457.0.0,Ratio of docosahexaenoic acid to total fatty acids,DHA %,dhabyfa,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.00188024,0.000212205,8.25e-19,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000221421,0.000206585,0.283809787,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.00020949,0.000221222,0.343661588,2.24e-18,0.324763957,0.39814943
535,X23458.0.0,Ratio of polyunsaturated fatty acids to monounsaturated fatty acids,PUFA/MUFA,pufabymufa,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.217889287,0.010958174,1.33e-87,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.106068542,0.01023809,4.01e-25,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.073515012,0.010749849,8.1e-12,8.61e-87,1.67e-24,2.58e-11
536,X23459.0.0,Ratio of omega-6 fatty acids to omega-3 fatty acids,Omega-6/Omega-3,faw6byfaw3,7,,Fatty acid ratios,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.02579297,0.132443536,0.845591953,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.189558814,0.133112645,0.154439465,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.195083242,0.143571083,0.174220095,0.85869656,0.185775009,0.217338696
537,X23434.0.0,Phosphoglycerides,Phosphoglycerides,pg,8,,Other lipids,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.197390196,0.01208117,7.76e-60,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.157475695,0.012001941,2.95e-39,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.164460935,0.012943208,6.42e-37,4.01e-59,1.41e-38,3.12e-36
538,X23435.0.0,Ratio of triglycerides to phosphoglycerides,TG/PG,tgbypg,8,,Other lipids,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.12624269,0.00693393,8.38e-74,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.057396104,0.006610989,4.02e-18,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.034232582,0.006914637,7.42e-07,4.85e-73,1.49e-17,1.87e-06
539,X23436.0.0,Total Cholines,Total cholines,cholines,8,,Other lipids,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.243518164,0.012317437,1.24e-86,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.192559377,0.01223332,1.12e-55,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.195865379,0.013199751,1.12e-49,7.98e-86,6.1e-55,5.91e-49
540,X23437.0.0,Phosphatidylcholines,Phosphatidylcholines,pc,8,,Other lipids,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.204046532,0.011240109,2.19e-73,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.153500749,0.01112726,3.34e-43,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.15592829,0.012009292,1.8e-38,1.26e-72,1.66e-42,8.83e-38
541,X23438.0.0,Sphingomyelins,Sphingomyelins,sm,8,,Other lipids,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.050458365,0.002113403,3.26e-125,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.041019448,0.00211253,1.21e-83,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.040080163,0.002278219,5.07e-69,2.65e-124,8.13e-83,3.08e-68
542,X23400.0.0,Total Cholesterol,Total-C,totalc,9,,Cholesterol,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.733518114,0.028391675,4e-146,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.664341884,0.028709596,8.93e-118,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.668006425,0.030912176,5.58e-103,3.56e-145,7.72e-117,4.93e-102
543,X23401.0.0,Total Cholesterol Minus HDL-C,non-HDL-C,nonhdlc,9,,Cholesterol,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.556019308,0.026160117,9.17e-100,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.590324652,0.0265772,1.02e-108,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.613316117,0.028519881,5.25e-102,6.52e-99,8.02e-108,4.51e-101
544,X23402.0.0,Remnant Cholesterol (Non-HDL Non-LDL -Cholesterol),Remnant-C,remnantc,9,,Cholesterol,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.267431375,0.012977734,6.39e-94,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.295396566,0.01316134,5.92e-111,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.309415705,0.014122991,8.9e-106,4.35e-93,4.73e-110,8.15e-105
545,X23403.0.0,VLDL Cholesterol,VLDL-C,vldlc,9,,Cholesterol,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.088000194,0.007913603,1.09e-28,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.130229345,0.007903847,8.13e-61,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.146084649,0.00841734,3.16e-67,3.86e-28,4.5e-60,1.88e-66
546,X23404.0.0,Clinical LDL Cholesterol,Clinical LDL-C,clinldlc,9,,Cholesterol,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.519682652,0.022695562,2.19e-115,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.526620847,0.023094714,1.92e-114,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.536291699,0.024825508,6.53e-103,1.65e-114,1.63e-113,5.73e-102
547,X23405.0.0,LDL Cholesterol,LDL-C,pureldlc,9,,Cholesterol,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.28858849,0.013668668,1.79e-98,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.294927991,0.013899533,1.98e-99,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.303900756,0.014919822,9.14e-92,1.26e-97,1.47e-98,7.07e-91
548,X23406.0.0,HDL Cholesterol,HDL-C,hdlc,9,,Cholesterol,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.177497862,0.009449471,2.03e-78,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.074016302,0.008815272,4.74e-17,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.054690411,0.009395112,5.89e-09,1.22e-77,1.7e-16,1.66e-08
549,X23407.0.0,Total Triglycerides,Total triglycerides,totaltg,10,,Triglycerides,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.131930259,0.018517619,1.06e-12,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.003462047,0.018125963,0.84852698,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.060496603,0.01905204,0.001497762,2.25e-12,0.863085041,0.002660077
550,X23408.0.0,Triglycerides in VLDL,VLDL-TG,vldltg,10,,Triglycerides,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.121186838,0.015476571,4.97e-15,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.003261329,0.015121121,0.829237873,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.044662003,0.015881607,0.004923007,1.15e-14,0.846230453,0.008172192
551,X23409.0.0,Triglycerides in LDL,LDL-TG,pureldltg,10,,Triglycerides,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.003715309,0.00132229,0.004960046,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.003506824,0.001309419,0.007405644,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.007101176,0.001387998,3.13e-07,0.00643256,0.010561313,8.08e-07
552,X23410.0.0,Triglycerides in HDL,HDL-TG,hdltg,10,,Triglycerides,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.006128967,0.001515575,5.26e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-7.6e-05,0.001514884,0.95997842,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.003630031,0.001613705,0.024485955,7.74e-05,0.963072629,0.036378298
553,X23439.0.0,Apolipoprotein B,ApoB,apob,11,,Apolipoproteins,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.1145653,0.006287155,6.32e-74,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.132105369,0.006368845,4e-95,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.139469632,0.006824542,2.33e-92,3.67e-73,2.88e-94,1.82e-91
554,X23440.0.0,Apolipoprotein A1,ApoA1,apoa1,11,,Apolipoproteins,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.115338011,0.007173925,5.31e-58,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.054021813,0.006835612,2.78e-15,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.046586349,0.007357262,2.45e-10,2.7e-57,9.24e-15,7.27e-10
555,X23441.0.0,Ratio of apolipoprotein B to apolipoprotein A1,ApoB/ApoA1,apobbyapoa1,11,,Apolipoproteins,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.043739612,0.005296823,1.52e-16,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.079467841,0.005217491,2.97e-52,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.087503505,0.005572685,2.13e-55,3.77e-16,1.57e-51,1.17e-54
556,X23431.0.0,Average Diameter for VLDL Particles,VLDL particle size,vldld,12,,Lipoprotein particle sizes,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.562841116,0.038602288,4.8e-48,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.210807303,0.037205497,1.47e-08,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.090934936,0.039024757,0.019801233,2.1e-47,3.47e-08,0.029773593
557,X23432.0.0,Average Diameter for LDL Particles,LDL particle size,pureldld,12,,Lipoprotein particle sizes,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.048524983,0.002780997,5.86e-68,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.034996252,0.002790324,5.05e-36,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.029764433,0.002998552,3.4e-23,3.27e-67,2.33e-35,1.42e-22
558,X23433.0.0,Average Diameter for HDL Particles,HDL particle size,hdld,12,,Lipoprotein particle sizes,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.09196801,0.00601284,1.11e-52,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.024990632,0.005642282,9.48e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.009868599,0.00594635,0.097001495,5.2e-52,1.75e-05,0.129300708
559,X23427.0.0,Total Concentration of Lipoprotein Particles,Total-P,totalp,13,,Lipoprotein particle concentrations,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.001477313,7.64e-05,5.24e-83,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000991639,7.41e-05,9.05e-41,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.000959181,7.99e-05,3.55e-33,3.28e-82,4.42e-40,1.67e-32
560,X23428.0.0,Concentration of VLDL Particles,VLDL-P,vldlp,13,,Lipoprotein particle concentrations,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-9.820000000000001e-06,1.43e-06,6.06e-12,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-1.8e-05,1.42e-06,9.24e-37,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-2.13e-05,1.51e-06,3.84e-45,1.26e-11,4.28e-36,1.94e-44
561,X23429.0.0,Concentration of LDL Particles,LDL-P,pureldlp,13,,Lipoprotein particle concentrations,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.00015922,8.88e-06,1.29e-71,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000181762,9.01e-06,3.82e-90,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.000191685,9.65e-06,2.35e-87,7.36e-71,2.66e-89,1.75e-86
562,X23430.0.0,Concentration of HDL Particles,HDL-P,hdlp,13,,Lipoprotein particle concentrations,,metformin_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.001254008,7.33e-05,2.43e-65,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000734141,7.06e-05,2.63e-25,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.000687331,7.6e-05,1.66e-19,1.31e-64,1.1e-24,6.63e-19
